complaint_text,category,priority
the library closes 30 minutes early and students with late classes cant use it kindly resolve this,Library,Medium
hi the portal doesnt work on my phone at all only on laptop,IT / Portal,Medium
i want to know what the university policy is if someone harasses a student please help,Harassment,Low
i reported bullying last week but no one has followed up with me please help,Harassment,Medium
the lights in the hostel corridor have been broken for 5 days please look into this,Hostel,Medium
a classmate records me during lectures without my knowledge or permission kindly resolve this,Harassment,Medium
admin office is only open for 2 hours a day which is very inconvenient please look into this,Administration,Medium
there was a small fire near the library electrical board and no one responded i need help with this,Library,High
the hostel rules should be clearly posted somewhere visible please look into this,Hostel,Low
found a cockroach inside my food at the canteen please look into this,Cafeteria / Food,High
hi i keep being told to come back tomorrow every time i visit the office,Administration,Medium
admin office lost my original certificates that i submitted last month please look into this,Administration,High
the library closes 30 minutes early and students with late classes cant use it it has been ignored for too long,Library,Medium
more variety of books related to our new courses should be added no one has responded yet,Library,Low
the ac in the library has not worked for a week its too hot to study it has been ignored for too long,Library,Medium
prices went up suddenly with no notice and no explanation i need help with this,Cafeteria / Food,Medium
the book search system in the library is confusing to use please look into this,Library,Low
the admin office never replies to emails or picks up the phone no one has responded yet,Administration,Medium
hi a student is spreading private photos of me without my permission,Harassment,High
hi the fire alarm in the hostel has never worked since i moved in,Hostel,High
i received racist abuse from a classmate and when i reported it nothing happened,Harassment,High
